ENSG chr ENSGStart ENSGEnd O0 O20 O60 O2H O4H O24H N0 N20 N60 N2H N4H N24H
ENSG00000015532 chr17 50346092 50363138 365 147 157 119 159 834 358 287 360 251 298 847
ENSG00000015568 chr2 109792758 109857695 10 7 7 5 2 2 10 5 10 4 4 1
ENSG00000015592 chr8 27235323 27258420 0 0 0 0 0 2 8 5 8 1 3 4
ENSG00000015676 chr7 44379121 44490880 2807 1547 1172 1410 1855 3475 3473 2585 3532 1932 3341 2777
ENSG00000016391 chr3 53812335 53846390 13 1 4 5 1 13 8 7 15 9 14 8
ENSG00000016864 chr3 52694485 52706083 260 90 112 236 228 825 285 240 664 572 506 1147
ENSG00000017260 chr3 130850595 131016712 2651 1563 1721 1923 1968 4962 4440 3118 6053 3490 4394 4451
ENSG00000017427 chr12 102395867 102480645 0 0 0 4 1 0 2 0 2 2 2 10
ENSG00000017483 chrX 48458537 48470256 212 35 59 60 299 3967 171 113 127 47 599 6033
ENSG00000018189 chr4 70704204 70807315 826 330 306 304 319 871 702 518 732 437 477 457
ENSG00000018236 chr12 40692442 41072418 1 4 3 1 0 1 2 1 3 2 2 0
ENSG00000018280 chr2 218382029 218396894 704 243 383 474 298 13 25 12 67 21 41 0
ENSG00000018408 chr3 149517235 149736714 62 25 26 34 23 109 159 112 149 49 56 77
ENSG00000018510 chr2 177392644 177559299 1595 894 793 892 1060 4867 2473 1845 3078 1538 2619 4812
ENSG00000018610 chrX 119538149 119565408 678 312 277 270 231 624 844 676 785 527 599 688
ENSG00000018699 chr2 32628032 32821051 512 294 370 973 1883 3823 950 697 1875 1560 4304 3804
ENSG00000018869 chr19 56375846 56393545 60 14 44 28 30 84 84 82 233 136 126 97
ENSG00000019102 chr11 124747472 124752238 18 12 9 3 4 12 7 1 9 2 5 3
ENSG00000019144 chr11 118606440 118658038 46 41 134 1239 1828 110 103 69 597 1995 5439 97
ENSG00000019186 chr20 54153449 54173973 7 9 0 0 0 4 20 0 8 3 5 3
ENSG00000019485 chr11 45095806 45235124 139 148 335 269 252 535 384 298 923 437 514 367
ENSG00000019582 chr5 150401637 150412929 23835 5215 4290 3558 3299 6972 5884 5379 7094 4215 4411 7626
ENSG00000019991 chr7 81699006 81770438 18 1 3 13 6 3 0 0 9 0 8 0
ENSG00000019995 chr10 124942123 124988189 2012 1101 1529 1327 1143 1304 3415 2334 4644 2505 2199 1164
ENSG00000020129 chr1 35557473 35567274 225 150 153 247 463 1130 208 226 534 321 603 1332
ENSG00000020181 chr8 37784191 37844896 18 3 6 5 5 5 3 1 18 0 9 12
ENSG00000020256 chr20 52051663 52204308 147 65 70 80 113 881 127 103 217 132 175 699
ENSG00000020426 chr14 60734742 60969953 844 602 689 970 1071 1587 2035 1321 3327 1557 2820 1833
ENSG00000020577 chr14 54567097 54793315 681 611 3393 14381 14085 1824 1613 1148 9992 10057 21080 1693
ENSG00000020633 chr1 24899511 24965121 11164 4470 5605 7439 7810 10854 9699 7980 15803 10565 13210 12092
ENSG00000020922 chr11 94415578 94493908 804 498 512 388 384 2478 1335 945 1928 865 1083 2068
ENSG00000021300 chr11 73646178 73662819 428 125 92 84 91 140 297 243 260 214 215 134
ENSG00000021355 chr6 2832332 2842006 2359 593 527 496 451 874 1522 1237 1795 1279 997 553
ENSG00000021461 chr7 99828013 99866102 1 2 1 0 1 0 3 8 8 4 0 0
ENSG00000021488 chr19 32830509 32869766 3 1 0 1 3 8 9 6 4 14 18 8
ENSG00000021574 chr2 32063611 32157637 582 219 326 445 444 1214 593 481 1429 1020 996 1233
ENSG00000021645 chr14 78170373 79868290 7 13 12 6 8 6 7 4 12 2 4 0
ENSG00000021762 chr11 3087116 3166739 187 140 115 80 54 79 222 159 301 58 92 121
ENSG00000021776 chr15 34851782 34969839 2749 1780 2057 1936 2233 4730 5675 4323 8460 4116 5680 5316
ENSG00000021826 chr2 210477682 210679107 12 2 7 3 4 38 6 10 10 2 4 58
ENSG00000022267 chrX 136146702 136211359 1320 386 339 253 197 357 1000 779 818 455 273 384
ENSG00000022277 chr20 56468585 56519449 2298 1102 1308 1197 1143 2523 2806 2109 3736 2085 2797 2549
ENSG00000022556 chr19 54953130 55001142 243 116 140 132 150 724 200 137 250 125 137 325
ENSG00000022567 chr8 141207166 141308305 1440 1210 2184 1432 1146 1488 2606 1922 5014 1929 1947 1180
ENSG00000022840 chr12 120533480 120577594 10680 4676 5291 4176 4011 5958 12026 9875 14268 8332 6899 6173
ENSG00000022976 chr14 102317377 102342702 512 251 253 217 214 446 966 722 994 476 566 709
ENSG00000023041 chr10 112424428 112446917 1068 469 362 519 574 1583 1620 1237 2071 1291 1730 1830
ENSG00000023171 chr11 123358428 123627774 717 500 693 1443 1708 3341 848 622 1616 1111 2757 1259
ENSG00000023191 chr11 494512 507300 1443 551 680 957 1374 3252 1458 1090 1874 1837 3369 4412
ENSG00000023228 chr2 206114817 206159603 1195 388 510 747 948 3744 1311 1029 2328 1868 2170 3546
ENSG00000023287 chr8 52622456 52745843 7475 6499 5156 2685 1844 1451 19270 13794 17440 6186 3608 1481
ENSG00000023318 chr9 99979179 100099040 2380 1179 1320 1294 1277 2526 2879 2053 4166 2013 2851 2344
ENSG00000023330 chr3 52198086 52214327 360 152 199 313 346 1840 289 244 594 509 497 2170
ENSG00000023445 chr11 102317450 102339403 5623 2284 5394 7317 8271 6919 6490 5112 20105 17787 22590 5596
ENSG00000023516 chr13 42272153 42323267 1863 658 689 1325 1876 4175 2019 1483 3158 2330 4772 4131
ENSG00000023572 chr1 193096468 193106114 49 19 14 26 32 299 42 26 66 47 33 388
ENSG00000023608 chr14 61762357 61796428 715 637 650 423 416 583 1441 1032 2302 1406 1104 739
ENSG00000023697 chr12 15911172 16037282 319 156 135 171 178 727 246 179 434 238 273 530
ENSG00000023734 chr12 15882391 15903478 3823 1650 1483 1615 1995 5511 5162 3772 5521 4787 5277 6729
ENSG00000023839 chr10 99782732 99852192 120 62 42 39 37 202 170 174 239 98 99 117
ENSG00000023892 chr6 35297852 35321771 2565 1313 1391 1233 827 1825 4900 3534 5735 2914 2245 1853
ENSG00000023902 chr1 150149183 150164720 1910 681 904 944 656 600 2075 1620 2687 1652 1163 569
ENSG00000023909 chr1 93885205 93909456 212 123 114 191 407 1083 255 207 432 584 1670 1235
ENSG00000024048 chr6 42564062 42693504 2969 1590 1598 1651 1503 3800 4776 3539 5731 3412 3306 3305
ENSG00000024422 chr19 47713343 47743134 7 2 2 3 7 4 4 5 6 2 10 12
ENSG00000024526 chr1 68474152 68497221 0 0 0 6 3 23 8 8 9 3 0 11
ENSG00000024862 chr6 138773509 138793319 762 375 284 228 97 196 1253 991 1046 588 231 138
ENSG00000025039 chr6 89364636 89412270 340 159 134 121 166 490 255 210 260 195 283 544
ENSG00000025156 chr6 122399546 122433119 1395 792 611 454 316 969 2598 1943 2375 1182 868 1104
ENSG00000025293 chr20 35771974 35950381 8062 5241 4457 2935 1818 3119 10204 7547 11658 4656 3970 2748
ENSG00000025423 chr12 56752161 56787790 5 2 2 6 2 63 4 5 14 11 4 47
ENSG00000025434 chr11 47248300 47269032 19 0 17 29 28 190 34 18 58 56 50 302
ENSG00000025708 chr22 50525752 50530056 368 94 101 116 281 1167 77 45 163 86 482 1139
ENSG00000025770 chr22 50508216 50523472 1140 628 861 997 1007 2362 2693 1869 3500 2055 2413 3050
ENSG00000025772 chr20 44942130 44960486 362 140 217 553 833 1585 416 346 633 681 1877 1742
ENSG00000025796 chr6 107867756 107958189 4351 2121 1774 1645 2323 4400 4866 3648 5135 2794 5579 3971
ENSG00000025800 chr1 32108038 32176568 4361 2140 1918 2003 2470 5037 5030 3883 5463 3196 5117 4780
ENSG00000026025 chr10 17228259 17237593 28864 7865 11626 22688 30285 2924 16648 13700 35863 37669 58341 3796
ENSG00000026036 chr20 63659300 63698684 35 26 25 18 22 161 109 63 108 35 49 204
ENSG00000026103 chr10 88990582 89015785 1261 456 597 737 911 1778 1302 945 2507 1534 1793 1085
ENSG00000026297 chr6 166929504 166957191 5689 2443 1976 1152 917 1375 4552 3550 4348 1950 1227 1312
ENSG00000026508 chr11 35138870 35232402 73063 30724 46445 73226 89888 29064 87979 71699 157256 112314 192985 29886
ENSG00000026559 chr20 51003656 51023129 3 0 0 0 0 12 0 0 0 0 0 96
ENSG00000026652 chr6 161129979 161274061 999 888 4224 5252 2005 888 1831 1464 11184 5513 3298 358
ENSG00000026751 chr1 160739057 160754821 185 52 121 281 528 1482 162 112 260 211 520 1005
ENSG00000026950 chr6 26402237 26415216 1178 572 689 698 469 542 2622 1819 3277 1863 1491 535
ENSG00000027001 chr13 23730189 23889419 344 166 121 177 285 576 613 486 628 332 578 834
ENSG00000027075 chr14 61187559 61550976 36586 22895 19513 33671 23886 14213 56633 41471 70809 41725 59577 10613
ENSG00000027644 chr1 156840063 156859018 1 3 1 1 5 2 1 0 1 1 7 2
ENSG00000027697 chr6 137197484 137219449 2434 1269 899 685 475 682 2936 2037 2467 1566 729 319
ENSG00000027847 chr5 177600100 177610347 350 166 188 233 317 403 856 652 1064 563 831 901
ENSG00000028116 chr2 57907651 58159920 960 371 465 439 477 1419 1178 810 1786 941 1411 1665
ENSG00000028137 chr1 12166943 12209228 5033 1956 3627 6125 6554 4620 3376 2727 10951 9661 14218 6564
ENSG00000028203 chr12 95217746 95302790 3004 1850 2494 2904 2248 3528 4601 3287 8168 5454 5190 3807
ENSG00000028277 chr19 42086110 42196585 1258 541 749 2791 4987 4107 1376 1222 2546 2817 8051 4805
ENSG00000028310 chr5 850291 892824 1385 1042 1605 2022 2594 2694 3897 2784 6181 3353 4803 2856
ENSG00000028528 chr15 64094123 64146090 2169 1441 1620 1936 2338 2656 3543 2598 5088 3248 4443 3218
ENSG00000028839 chr6 133952170 133990432 936 414 403 426 355 789 1264 981 1652 906 945 1120
ENSG00000029153 chr12 27332854 27425289 27 6 13 34 71 856 4 8 37 14 83 605
ENSG00000029363 chr6 136256863 136289851 13376 7116 6251 3363 3245 8171 19981 14777 20322 8049 8709 10359
ENSG00000029364 chr14 69398015 69462388 1028 455 531 743 836 2649 1279 985 2079 1606 2001 2220
ENSG00000029534 chr8 41653220 41896762 711 299 346 508 615 1290 339 273 408 305 513 1003
ENSG00000029639 chr6 155257509 155314493 216 123 173 456 527 1539 279 225 861 573 1116 1273
ENSG00000029725 chr17 5282265 5385812 2153 1134 1729 2712 2969 4673 3343 2494 5718 4475 7367 4636
ENSG00000029993 chrX 150980509 150990775 109 21 36 18 29 262 80 67 96 56 43 267
ENSG00000030066 chr11 47778087 47848555 1397 1081 1265 1791 2356 7029 3112 2362 4707 3234 5170 6976
ENSG00000030110 chr6 33572547 33580293 751 286 237 216 165 1006 528 458 590 331 208 784
ENSG00000030419 chr2 212999691 213152427 1100 715 841 2093 2259 1171 1953 1394 3194 2710 5785 860
ENSG00000030582 chr17 44345086 44353102 1185 363 215 292 371 911 93 126 147 77 87 778
ENSG00000031003 chr5 137937960 138051961 2895 1666 1875 1805 1519 2001 4653 3436 6854 4036 3547 1469
ENSG00000031081 chr3 119294373 119420714 288 199 877 1857 2183 2555 398 359 2659 1729 4515 1744
ENSG00000031691 chr6 49463378 49493107 26 18 18 24 25 509 56 46 165 87 81 687
ENSG00000031698 chr1 109213918 109238169 2188 1054 1231 1723 3491 3713 3131 2621 4433 3694 7796 4194
ENSG00000031823 chr19 5916139 5978142 4509 2919 3308 2988 2762 4274 8388 6764 10763 4712 5267 4173
ENSG00000032219 chr14 58298385 58373887 5400 3456 2573 1443 753 929 8105 6219 7847 3216 1523 946
ENSG00000032389 chr2 3188925 3377882 447 311 407 788 956 3792 814 585 1694 1192 1804 2392
ENSG00000032444 chr19 7534004 7561764 907 374 496 491 548 2536 1105 957 1740 803 880 2415
ENSG00000032742 chr13 20567069 20691437 364 175 195 237 204 364 524 351 776 541 670 302
ENSG00000033011 chr16 5033960 5087379 169 55 69 142 342 1266 258 194 467 274 696 1409
ENSG00000033050 chr7 151207837 151227230 431 184 313 893 2497 4915 461 365 1254 1778 5938 6668
ENSG00000033100 chr7 151232489 151238827 962 369 331 489 502 1099 1014 688 1168 894 1228 1379
ENSG00000033122 chr1 69568398 70151945 254 137 106 94 74 28 455 242 584 238 219 30
ENSG00000033170 chr14 65410592 65744121 1458 705 868 2274 3086 5094 1407 949 2198 1706 4515 2521
ENSG00000033178 chr4 67612652 67701179 2563 1997 1602 1633 1702 3997 5670 4019 5779 3067 3822 2984
ENSG00000033327 chr11 78215297 78418348 3322 2267 2045 2073 1335 472 3263 2358 4358 1813 1755 187
ENSG00000033627 chr17 42458844 42522611 607 305 301 172 156 1183 552 359 607 243 326 762
ENSG00000033800 chr15 68054179 68198603 6747 3935 4336 3312 2397 2738 10139 7611 13031 5432 5093 1962
ENSG00000033867 chr3 27372721 27484420 3451 2398 2251 2499 3341 4105 5754 3992 5852 3372 5345 2721
ENSG00000034053 chr15 28884483 29118315 5197 3292 2606 1917 1155 772 8301 6023 7136 3393 2350 975
ENSG00000034152 chr17 21284672 21315240 2054 805 2188 5791 6800 6089 1181 813 6397 10547 19432 8504
ENSG00000034510 chr2 84905625 84906675 24582 5512 4526 3362 2579 8851 7633 8713 8577 6990 5605 9003
ENSG00000034677 chr8 100257060 100336218 9451 4577 9045 17707 18008 15609 11578 8929 30034 26672 47699 9800
ENSG00000034693 chr6 143450807 143490010 468 261 353 408 417 792 812 590 1605 949 1179 1088
ENSG00000035115 chr2 217730 266398 1513 565 503 557 732 807 2197 1717 2804 1662 2206 1012
ENSG00000035141 chr2 70295975 70302090 449 121 165 154 233 1915 477 369 586 374 641 2240
ENSG00000035403 chr10 73995193 74121363 1267 520 626 598 559 1055 856 609 1341 584 652 724
ENSG00000035499 chr5 60596912 60700190 28 14 30 26 22 346 27 16 69 36 23 207
ENSG00000035664 chr15 63907036 64072033 96 43 69 76 38 35 109 90 276 106 126 15
ENSG00000035681 chr8 58583504 58659844 1741 918 1051 1589 2202 2892 2727 1958 3735 2280 6119 3311
ENSG00000035687 chr1 244408494 244452134 2690 1574 1462 1786 2391 3359 4273 2867 5934 3705 5338 3392
ENSG00000035720 chr4 67558728 67607337 254 137 250 176 103 92 325 224 438 306 277 94
ENSG00000035862 chr17 78852977 78925387 786 430 453 209 134 21 545 461 744 233 174 15
ENSG00000035928 chr4 39287456 39366375 4499 2411 1972 1745 1594 4307 6132 4761 7074 4323 4668 5221
ENSG00000036054 chr3 100261000 100325251 2199 1571 1409 914 694 999 4637 3160 4783 2256 1830 900
ENSG00000036257 chr2 224470150 224585397 7441 6006 5968 4801 3732 6283 16713 11692 19367 8526 9044 5971
ENSG00000036448 chr8 2045040 2165552 112 34 56 73 60 74 186 165 224 147 127 49
ENSG00000036530 chr14 99684304 99727301 6 2 7 4 2 3 7 7 18 4 1 6
ENSG00000036549 chr1 77562416 77683419 2573 1411 1812 2420 3784 5559 3997 2927 6394 3951 9054 4496
ENSG00000036672 chr11 119355215 119381726 35 39 38 13 9 35 70 51 105 38 6 33
ENSG00000036828 chr3 122184334 122286497 2 3 5 6 16 39 3 0 3 3 22 18
ENSG00000037042 chr17 42659305 42667006 48 27 32 35 16 176 89 45 74 34 38 194
ENSG00000037241 chr5 172958729 172969771 205 61 86 64 162 758 192 129 217 188 224 937
ENSG00000037474 chr5 6599239 6633291 1307 856 1159 2151 3631 6875 3036 2158 4515 3785 8550 8437
ENSG00000037637 chr1 16246839 16352454 1674 1061 1162 1330 1079 1382 2749 1950 3834 1945 2039 1161
ENSG00000037757 chr19 13764532 13774282 312 106 83 56 96 616 202 185 380 242 218 930
ENSG00000037897 chr12 57768471 57772793 90 55 44 191 496 1064 87 64 169 350 1107 1569
ENSG00000038002 chr4 177430770 177442503 449 99 93 91 131 609 268 211 344 277 266 430
ENSG00000038219 chr4 13568738 13627723 3160 1624 1746 1826 1854 3287 4576 3429 5880 3183 3967 2979
ENSG00000038274 chr5 163503114 163519336 1215 336 423 537 667 1991 1196 1021 2040 1958 1608 2078
ENSG00000038295 chr4 165873258 166103895 1 0 0 3 0 1 2 5 0 3 1 11
ENSG00000038358 chr16 67873023 67884503 918 546 889 1157 1410 2448 3010 2407 4412 2678 2555 2976
ENSG00000038382 chr5 14143702 14532128 887 585 565 835 1189 1327 583 413 778 314 683 473
ENSG00000038427 chr5 83471465 83582303 4144 1003 712 331 152 21 33 23 38 7 13 5
ENSG00000038532 chr16 10944488 11182189 3214 1783 1860 2442 2925 4435 4602 3394 5772 3007 4934 3238
ENSG00000039068 chr16 68737225 68835548 32 9 31 85 132 78 20 22 86 61 113 54
ENSG00000039123 chr5 55307760 55425581 3753 2138 2112 2102 2858 6601 6158 4382 7377 4077 7598 7167
ENSG00000039319 chr5 80408013 80479350 391 250 537 685 588 670 505 420 1237 729 642 402
ENSG00000039523 chr16 67518418 67546788 421 168 349 588 582 376 445 378 593 477 541 347
ENSG00000039560 chr5 34656237 34832627 15 4 11 15 33 278 3 5 12 8 36 227
ENSG00000039600 chr5 157625679 157671480 0 1 14 30 11 12 2 1 8 19 18 12
ENSG00000039650 chr19 49859882 49878351 901 498 497 511 471 1106 1324 924 1694 839 1114 1542
ENSG00000040199 chr16 71637835 71724701 739 406 413 475 618 1300 1152 954 1588 1128 1448 1456
ENSG00000040341 chr8 73420369 73747708 1084 431 283 410 564 1459 750 659 1001 894 1101 979
ENSG00000040487 chr1 19312326 19329300 74 42 22 22 14 139 33 31 25 6 23 92
ENSG00000040531 chr17 3636468 3661542 59 38 48 104 282 771 124 44 324 240 340 855
ENSG00000040608 chr22 20241415 20283246 7 5 6 4 1 24 7 6 18 10 1 27
ENSG00000040633 chr17 7235028 7239722 319 122 233 277 293 1184 275 266 662 598 530 1477
ENSG00000040933 chr2 98444854 98594390 5315 3443 4208 3695 2788 3558 7757 5547 12751 5431 5173 2813
ENSG00000041353 chr18 54717860 54895516 160 69 52 47 33 31 184 95 238 106 62 35
ENSG00000041357 chr15 78540405 78552419 1845 685 607 828 1134 8707 1857 1581 2684 2548 3462 9818
ENSG00000041515 chr13 108596152 109208007 232 136 89 90 65 25 184 140 205 41 66 6
ENSG00000041802 chr3 194640788 194672477 981 641 686 861 1305 2966 1895 1410 2674 1861 3013 3720
ENSG00000041880 chr3 51942345 51948867 166 68 25 29 17 183 102 110 164 71 60 229
ENSG00000041988 chr1 6624866 6635586 183 47 86 81 87 341 262 195 281 198 159 325
ENSG00000042062 chr20 50586108 50691528 25 16 35 17 6 40 12 18 23 4 15 21
ENSG00000042286 chr10 70098223 70132934 48 22 26 21 22 511 91 63 115 69 72 505
ENSG00000042317 chr14 88384924 88470350 41 26 36 16 12 119 88 71 130 92 44 110
ENSG00000042429 chr11 93784227 93814695 1605 955 823 920 1059 1663 2429 1762 2860 2102 2342 2027
ENSG00000042445 chr2 85342088 85354620 254 142 154 160 166 510 334 233 613 314 275 541
ENSG00000042493 chr2 85394748 85418432 404 71 91 128 146 226 84 28 111 89 132 129
ENSG00000042753 chr19 46838136 46850992 422 125 120 123 164 948 231 186 444 274 434 959
ENSG00000042781 chr1 215622894 216423396 2 2 7 4 1 4 3 1 5 1 2 4
ENSG00000042813 chr7 49850421 50121329 6 4 3 4 0 20 9 7 4 3 3 15
ENSG00000042832 chr8 132866958 133134903 251 96 560 1072 579 238 166 109 740 704 1169 151
ENSG00000043039 chr11 129375940 129452279 0 1 2 2 0 6 2 0 2 1 0 6
ENSG00000043093 chr3 182938074 182985953 1720 621 573 566 506 1606 1858 1452 2025 1368 1350 1707
ENSG00000043143 chr5 134524312 134583230 3944 1712 1991 1761 1314 3085 4582 3843 7135 4016 2858 2970
ENSG00000043462 chr5 170246237 170298227 8901 3765 7288 13165 18254 7250 8223 6773 15494 15587 44236 8977
ENSG00000043514 chr1 39841022 39883511 259 126 266 539 1040 1795 555 346 1278 937 2732 1795
ENSG00000044090 chr6 43037617 43053945 122 81 77 132 158 587 227 171 451 319 291 753
ENSG00000044446 chrX 18892300 18984598 1245 653 512 414 454 1010 1786 1266 1813 817 908 1048
ENSG00000044459 chr9 17134982 17503923 74 10 12 19 10 303 11 13 21 9 10 70
ENSG00000044524 chr3 89107524 89482134 0 3 0 2 1 0 2 1 3 1 8 1
ENSG00000044574 chr9 125234853 125241330 10228 4110 4796 4067 2968 10525 7013 5781 10576 7195 5835 12214
ENSG00000046604 chr18 31498043 31549008 12 1 2 8 4 5 7 10 4 6 7 13
ENSG00000046647 chrX 14008279 14029893 239 96 188 314 494 383 317 217 724 464 941 447
ENSG00000046651 chrX 13734745 13769353 2134 1269 1592 1919 1788 1283 3676 2813 6527 3597 4352 1239
ENSG00000046653 chrX 13771031 13938638 12 12 28 6 5 11 6 3 7 2 16 12
ENSG00000047056 chr10 1049538 1132297 1422 868 1445 2031 1594 1377 2331 1832 4304 2309 2570 1064
ENSG00000047188 chr5 113513683 113595285 2069 1530 1672 1798 1411 2231 5060 3368 6422 3538 3985 2200
ENSG00000047249 chr8 53715557 53843558 3142 2050 2284 1405 1001 2408 4953 3509 5946 2151 1934 1475
ENSG00000047315 chr4 56977722 57031168 2825 1501 1506 1701 2189 7301 4780 3383 5759 3890 5120 7041
ENSG00000047346 chr15 52581317 52709817 5620 3903 5018 2594 948 630 11576 8041 16286 5310 2343 436
ENSG00000047365 chr4 35948221 36244509 5879 2955 3599 4673 6343 3042 8795 6363 13914 8203 15374 2475
ENSG00000047410 chr1 186311652 186375693 5221 2943 2876 3162 3934 7943 7978 6023 9663 6375 8655 9405
ENSG00000047578 chr16 27550133 27780369 726 483 724 880 783 1450 1094 874 1937 976 1362 1137
ENSG00000047579 chr6 15522801 15663058 703 386 338 444 801 1375 891 591 1211 687 1354 964
ENSG00000047597 chrX 37685759 37732130 17 3 1 1 0 1 3 2 9 5 3 5
ENSG00000047617 chr12 5531869 5946232 0 0 3 6 3 1 2 0 6 2 2 0
ENSG00000047621 chr12 4487728 4538508 530 219 232 183 455 1699 857 599 992 585 1190 1477
ENSG00000047634 chrX 17737449 17754988 610 673 884 873 538 123 2345 1797 4015 2126 1749 212
ENSG00000047644 chrX 10015562 10144478 739 271 320 355 483 468 766 529 1164 807 983 698
ENSG00000047648 chrX 11137543 11665701 39 4 25 7 7 11 12 8 11 2 12 10
ENSG00000047662 chr4 17629306 17781512 44 16 45 27 12 21 16 12 14 5 11 13
ENSG00000047849 chr3 47850690 48089272 2992 1352 1220 1854 2780 7805 2489 1876 3010 2024 3741 8194
ENSG00000047932 chr6 117560269 117602542 657 289 391 622 892 1388 1122 730 1852 1163 2045 1285
ENSG00000048028 chr11 113797874 113875570 305 110 130 136 118 619 298 142 318 206 207 329
ENSG00000048052 chr7 18086949 19002416 367 161 165 200 273 226 158 92 150 96 299 54
ENSG00000048140 chr5 176647387 176659054 214 74 61 69 94 608 203 174 238 187 251 678
